category,W,MIN,TOV,REB,FG3A,AST,FG3M,OREB,FGM,PF,PTS,FGA,G,PLUS_MINUS,STL,L,FTA,BLK,DREB,FTM,FT_PCT,SEASON_ID,FG_PCT,FG3_PCT,Player_ID
,55,38.483870967741936,3.5698924731182795,4.236559139784946,8.698924731182796,7.537634408602151,3.795698924731183,0.6881720430107527,8.634408602150538,2.5483870967741935,24.827956989247312,18.50537634408602,93,368,1.7204301075268817,38,4.258064516129032,0.1827956989247312,3.5483870967741935,3.763440860215054,0.883838383838384,22009,0.4665891923300407,0.4363411619283066,201939
,203,34.70798898071625,3.121212121212121,4.134986225895317,6.308539944903581,6.763085399449036,2.7548209366391183,0.6639118457300276,7.325068870523416,2.644628099173554,20.49862258953168,15.62809917355372,363,1353,1.7300275482093663,160,3.440771349862259,0.21487603305785125,3.4710743801652892,3.09366391184573,0.899119295436349,22009,0.46871144015512073,0.4366812227074236,201939
